14 15 16 
14 16 17 
14 19 15 
15 8 16 
16 10 17 
17 18 14 
15 5 6 
15 6 8 
6 7 8 
16 8 9 
16 9 10 
10 11 12 
10 12 17 
12 13 17 
17 13 18 
13 1 18 
18 1 2 
18 2 14 
14 2 3 
14 3 19 
3 4 19 
19 4 5 
19 5 15 
