-5.000000e-01 -5.000000e-01 
-2.500000e-01 -4.166667e-01 
0.000000e+00 -5.000000e-01 
2.500000e-01 -4.166667e-01 
5.000000e-01 -5.000000e-01 
4.166667e-01 -2.500000e-01 
5.000000e-01 0.000000e+00 
4.166667e-01 2.500000e-01 
5.000000e-01 5.000000e-01 
2.500000e-01 4.166667e-01 
0.000000e+00 5.000000e-01 
-2.500000e-01 4.166667e-01 
-5.000000e-01 5.000000e-01 
-4.166667e-01 2.500000e-01 
-5.000000e-01 0.000000e+00 
-4.166667e-01 -2.500000e-01 
-2.000000e-01 -2.000000e-01 
0.000000e+00 -3.333333e-01 
2.000000e-01 -2.000000e-01 
3.333333e-01 0.000000e+00 
2.000000e-01 2.000000e-01 
0.000000e+00 3.333333e-01 
-2.000000e-01 2.000000e-01 
-3.333333e-01 0.000000e+00 
0.000000e+00 0.000000e+00 
