14 15 12 
15 16 12 
14 12 13 
18 15 14 
18 19 15 
19 16 15 
16 17 12 
12 5 6 
12 6 13 
6 7 13 
13 7 8 
14 13 8 
14 8 9 
18 14 9 
18 9 10 
18 10 11 
19 18 11 
1 19 11 
1 2 19 
2 16 19 
2 3 16 
16 3 17 
3 4 17 
17 4 5 
17 5 12 
