25 17 18 
25 18 19 
25 19 20 
25 20 21 
25 21 22 
25 22 23 
25 23 24 
25 24 17 
20 7 8 
20 8 21 
21 8 10 
21 10 22 
22 10 11 
22 11 12 
22 12 23 
23 12 14 
23 14 24 
24 14 15 
24 15 16 
24 16 17 
17 16 2 
17 2 18 
18 2 3 
18 3 4 
19 18 4 
19 4 6 
20 19 6 
20 6 7 
8 9 10 
12 13 14 
1 2 16 
4 5 6 
