21 15 16 
21 16 17 
21 17 18 
21 18 19 
21 19 20 
21 20 15 
15 6 7 
15 7 16 
7 9 16 
16 9 17 
9 10 17 
10 11 17 
11 18 17 
11 12 13 
11 13 18 
13 14 18 
18 14 19 
14 1 19 
19 1 2 
19 2 20 
20 2 3 
20 3 5 
3 4 5 
20 5 15 
5 6 15 
7 8 9 
