18 15 16 
18 16 17 
15 14 5 
15 5 6 
15 6 16 
16 6 7 
16 7 8 
16 8 17 
17 8 9 
17 9 10 
17 10 11 
18 17 11 
12 18 11 
13 18 12 
18 13 15 
14 15 13 
1 11 10 
13 2 14 
5 3 6 
8 4 9 
