-5.000000e-01 -5.000000e-01 
-1.666667e-01 -5.000000e-01 
1.666667e-01 -5.000000e-01 
5.000000e-01 -5.000000e-01 
5.000000e-01 -1.666667e-01 
5.000000e-01 1.666667e-01 
5.000000e-01 5.000000e-01 
1.666667e-01 5.000000e-01 
-1.666667e-01 5.000000e-01 
-5.000000e-01 5.000000e-01 
-6.666667e-01 0.000000e+00 
1.666667e-01 0.000000e+00 
2.500000e-01 2.916667e-01 
0.000000e+00 2.500000e-01 
-8.333333e-02 0.000000e+00 
0.000000e+00 -2.500000e-01 
2.500000e-01 -2.916667e-01 
-2.998397e-01 1.250000e-01 
-2.998397e-01 -1.250000e-01 
