22 19 20 
22 20 21 
22 21 16 
22 16 17 
22 17 18 
22 18 19 
19 7 8 
19 8 20 
20 8 10 
20 10 21 
21 10 11 
21 11 12 
21 12 16 
12 13 14 
12 14 16 
14 15 16 
15 2 16 
15 1 2 
2 17 16 
2 3 17 
3 4 17 
4 18 17 
4 6 18 
6 19 18 
6 7 19 
8 9 10 
4 5 6 
