17 13 14 
17 14 15 
17 15 16 
17 16 11 
17 11 12 
17 12 13 
4 5 13 
13 5 14 
5 6 14 
6 7 14 
14 7 15 
7 8 15 
15 8 16 
8 9 16 
16 9 10 
16 10 11 
11 10 1 
11 1 2 
11 2 12 
12 2 3 
12 3 4 
12 4 13 
